PROVINCE,Denominazione Comune,Popolazione al 1° gennaio - Totale,Latitude,Longitude
Cremona,Cremosano,1729,45.3949172,9.6395534
Cremona,Crotta d'Adda,639,45.1584908,9.8541585
Cremona,Cumignano sul Naviglio,415,45.3555026,9.8355623
Cremona,Derovere,300,45.109972,10.247977
Cremona,Dovera,3750,45.3644229,9.5346981
Cremona,Fiesco,1186,45.3363613,9.7776099
Cremona,Formigara,1008,45.2232208,9.7717668
Cremona,Gabbioneta-Binanuova,866,45.218437,10.207746733741658
Cremona,Gadesco-Pieve Delmona,1917,45.16770335,10.114948209558456
Cremona,Genivolta,1132,45.332574,9.877265
Cremona,Gerre de' Caprioli,1331,45.0902086,10.0514072
Cremona,Gombito,630,45.261556,9.7280002
Cremona,Grontardo,1500,45.201873,10.150773
Cremona,Grumello Cremonese ed Uniti,1694,45.20073025,9.866094962209303
Cremona,Gussola,2630,45.0112627,10.3501373
Cremona,Isola Dovarese,1099,45.1762691,10.3129568
Cremona,Izano,1948,45.355448,9.755023
Cremona,Madignano,2773,45.3443004,9.7267032
Cremona,Malagnino,1716,45.134771,10.114774
Cremona,Martignana di Po,2054,45.0111116,10.3797507
Cremona,Monte Cremasco,2257,45.3734822,9.5727662
Cremona,Montodine,2454,45.285171,9.707262
Cremona,Moscazzano,721,45.292271,9.683461
Cremona,Motta Baluffi,824,45.0550973,10.2592469
Cremona,Offanengo,5965,45.378874,9.742361
Cremona,Olmeneta,917,45.235873,10.02227
Cremona,Ostiano,2764,45.220775,10.252075
Cremona,Paderno Ponchielli,1331,45.238872,9.930268
Cremona,Palazzo Pignano,3774,45.390073,9.569557
Cremona,Pandino,8871,45.4048829,9.5517179
Cremona,Persico Dosimo,3322,45.1823484,10.0892489
Cremona,Pescarolo ed Uniti,1514,45.19514765,10.18771734712332
Cremona,Pessina Cremonese,587,45.185474,10.248676
Cremona,Piadena Drizzona,3927,45.1348691,10.367012698992038
Cremona,Pianengo,2510,45.402174,9.694759
Cremona,Pieranica,1111,45.4257937,9.6103764
Cremona,Pieve d'Olmi,1252,45.08957,10.123675
Cremona,Pieve San Giacomo,1581,45.130272,10.186275
Cremona,Pizzighettone,6301,45.1868847,9.7824836
Cremona,Pozzaglio ed Uniti,1416,45.21101575,10.046200206213147
Cremona,Quintano,890,45.420474,9.618557
Cremona,Ricengo,1746,45.405674,9.72396
Cremona,Ripalta Arpina,993,45.301872,9.728962
Cremona,Ripalta Cremasca,3384,45.3285601,9.67924375567382
Cremona,Ripalta Guerina,526,45.3060082,9.7051398
Cremona,Rivarolo del Re ed Uniti,1842,45.027972,10.469783
Cremona,Rivolta d'Adda,8044,45.4706593,9.512551
Cremona,Robecco d'Oglio,2252,45.259374,10.076571
Cremona,Romanengo,3121,45.3771765,9.784985
Cremona,Salvirola,1137,45.3555434,9.7802426
Cremona,San Bassano,2096,45.2435457,9.8078755
Cremona,San Daniele Po,1280,45.06377,10.182276
Cremona,San Giovanni in Croce,1894,45.078872,10.37518
Cremona,San Martino del Lago,393,45.0732478,10.3168597
Cremona,Scandolara Ravara,1316,45.0531197,10.3016995
Cremona,Scandolara Ripa d'Oglio,522,45.221074,10.159773
Cremona,Sergnano,3488,45.428875,9.701659
Cremona,Sesto ed Uniti,3195,45.1864365,9.935128189199943
Cremona,Solarolo Rainerio,907,45.081572,10.35628
Cremona,Soncino,7557,45.3997776,9.8735176
Cremona,Soresina,8711,45.2871222,9.8570508
Cremona,Sospiro,3007,45.108571,10.157675
Cremona,Spinadesco,1495,45.1487508,9.9296724
Cremona,Spineda,600,45.0603009,10.5133806
Cremona,Spino d'Adda,6855,45.3930268,9.485595366654342
Cremona,Stagno Lombardo,1436,45.0731571,10.0892046
Cremona,Ticengo,415,45.369274,9.827663
Cremona,Torlino Vimercati,488,45.4179618,9.5947015
Cremona,Tornata,442,45.104373,10.430781
Cremona,Torre de' Picenardi,2061,45.143573,10.286877
Cremona,Torricella del Pizzo,584,45.0196019,10.2926531
Cremona,Trescore Cremasco,2766,45.401573,9.624958
Cremona,Trigolo,1632,45.3283941,9.8151283
Cremona,Vaiano Cremasco,3590,45.371972,9.587158
Cremona,Vailate,4504,45.463353,9.6029783
Cremona,Vescovato,3753,45.1738015,10.1425333
Cremona,Volongo,463,45.2122916,10.3018212
Cremona,Voltido,338,45.1116474,10.3328342
Lecco,Abbadia Lariana,3191,45.9000453,9.3340562
Lecco,Airuno,2794,45.75388,9.424247
Lecco,Annone di Brianza,2297,45.8073199,9.3325797
Lecco,Ballabio,4149,45.898184,9.423444
Lecco,Barzago,2373,45.755479,9.314244
Lecco,Barzanò,5010,45.7334743,9.312813
Lecco,Barzio,1280,45.9460948,9.4687648
Lecco,Bellano,3418,46.0429513,9.3040364
Lecco,Bosisio Parini,3309,45.80228,9.290743
Lecco,Brivio,4466,45.7419691,9.4441423
Lecco,Bulciago,2895,45.7547028,9.291047
Lecco,Calco,5369,45.7248681,9.4159051
Lecco,Calolziocorte,13592,45.8014719,9.4329787
Lecco,Carenno,1388,45.803482,9.462047
Lecco,Casargo,841,46.0395202,9.3882441
Lecco,Casatenovo,13128,45.6979217,9.3122039
Lecco,Cassago Brianza,4388,45.7382063,9.2910879
Lecco,Cassina Valsassina,521,45.932085,9.478945
Lecco,Castello di Brianza,2601,45.7564706,9.34535476002354
Lecco,Cernusco Lombardone,3788,45.69286,9.4006975
Lecco,Cesana Brianza,2379,45.816781,9.299543
Lecco,Civate,3739,45.828081,9.342944
Lecco,Colico,7970,46.1353437,9.370737
Lecco,Colle Brianza,1730,45.76185055,9.371849478650482
Lecco,Cortenova,1155,45.9999225,9.3831654
Lecco,Costa Masnaga,4761,45.7679634,9.2763722
Lecco,Crandola Valsassina,272,46.0228917,9.378763
Lecco,Cremella,1699,45.7416805,9.2998854
Lecco,Cremeno,1649,45.9348502,9.4737288
Lecco,Dervio,2596,46.0765742,9.3045277
Lecco,Dolzago,2531,45.76698,9.339345
Lecco,Dorio,322,46.1018115,9.3192704
Lecco,Ello,1209,45.41811,10.0752034
Lecco,Erve,695,45.821582,9.452846
Lecco,Esino Lario,764,45.9939388,9.3332004
Lecco,Galbiate,8443,45.8175344,9.3750153
Lecco,Garbagnate Monastero,2516,45.772846,9.302857
Lecco,Garlate,2671,45.8060395,9.4019699
Lecco,Imbersago,2486,45.7058733,9.4445492
Lecco,Introbio,1931,45.972641,9.4530705
Lecco,La Valletta Brianza,4646,45.72871405,9.36920030462673
Lecco,Lecco,47454,45.8558297,9.3969357
Lecco,Lierna,2122,45.9592023,9.3024783
Lecco,Lomagna,5065,45.667978,9.376047
Lecco,Malgrate,4256,45.8526004,9.3752977
Lecco,Mandello del Lario,10082,45.919183,9.319341
Lecco,Margno,379,46.030987,9.381641
Lecco,Merate,14702,45.698679,9.411648
Lecco,Missaglia,8683,45.7087169,9.335754
Lecco,Moggio,467,45.9322665,9.4879073
Lecco,Molteno,3548,45.78038,9.307444
Lecco,Monte Marenzo,1866,45.770781,9.454647
Lecco,Montevecchia,2673,45.7057341,9.3754169
Lecco,Monticello Brianza,4141,45.7087797,9.3141406
Lecco,Morterone,29,45.879514799999995,9.486226926439436
Lecco,Nibionno,3660,45.746479,9.268944
Lecco,Oggiono,9128,45.79188,9.346745
Lecco,Olgiate Molgora,6406,45.730279,9.403347
Lecco,Olginate,6983,45.8009379,9.4132788
Lecco,Oliveto Lario,1219,45.92924725,9.285912005058876
Lecco,Osnago,4771,45.675678,9.391148
Lecco,Paderno d'Adda,3834,45.6814584,9.4445595
Lecco,Pagnona,337,46.0597412,9.4028931
Lecco,Parlasco,132,46.017886,9.34494
Lecco,Pasturo,1929,45.9517834,9.4421694
Lecco,Perledo,878,46.0128352,9.2963201
Lecco,Pescate,2182,45.833482,9.393945
Lecco,Premana,2175,46.05173,9.423463
Lecco,Primaluna,2256,45.9869713,9.4296082
Lecco,Robbiate,6248,45.6911341,9.4413225
Lecco,Rogeno,3071,45.7823791,9.2740431
Lecco,Santa Maria Hoè,2127,45.7443892,9.3750111
Lecco,Sirone,2330,45.77268,9.322144
Lecco,Sirtori,2796,45.736579,9.330845
Lecco,Sueglio,145,46.0860608,9.3323598
Lecco,Suello,1755,45.816781,9.311543
Lecco,Taceno,539,46.024486,9.36394
Lecco,Valgreghentino,3406,45.7698711,9.4121681
Lecco,Valmadrera,11210,45.846282,9.358244
Lecco,Valvarrone,500,46.0848895,9.3614476
Lecco,Varenna,741,46.0099785,9.2831593
Lecco,Vercurago,2766,45.8129461,9.424433
Lecco,Verderio,5520,45.665698,9.4376098
Lecco,Viganò,2096,45.7246346,9.3245602
Lodi,Abbadia Cerreto,282,45.3119118,9.5942124
Lodi,Bertonico,1069,45.23307,9.668062
Lodi,Boffalora d'Adda,1734,45.3584945,9.4948843
Lodi,Borghetto Lodigiano,4311,45.2132677,9.4996828
Lodi,Borgo San Giovanni,2416,45.2768288,9.4229759
Lodi,Brembio,2665,45.214568,9.57146
Lodi,Casaletto Lodigiano,2942,45.293568,9.361954
Lodi,Casalmaiocco,3176,45.35387,9.374353
Lodi,Casalpusterlengo,15213,45.1793292,9.6483958
Lodi,Caselle Landi,1503,45.102568,9.795567
Lodi,Caselle Lurani,3006,45.2803877,9.3602247
Lodi,Castelgerundo,1491,45.2002967,9.7438022
Lodi,Castelnuovo Bocca d'Adda,1546,45.1128416,9.8679588
Lodi,Castiglione d'Adda,4502,45.2189124,9.6941106
Lodi,Castiraga Vidardo,2908,45.26480925,9.392874654829754
Lodi,Cavenago d'Adda,2116,45.2840104,9.601442
Lodi,Cervignano d'Adda,2164,45.373871,9.424054
Lodi,Codogno,15548,45.1600664,9.70437
Lodi,Comazzo,2262,45.440973,9.464654
Lodi,Cornegliano Laudense,2864,45.286169,9.487957
Lodi,Corno Giovine,1120,45.1332909,9.7585115
Lodi,Cornovecchio,202,45.136668,9.799367
Lodi,Corte Palasio,1534,45.3096097,9.564308
Lodi,Crespiatica,2219,45.356672,9.575158
Lodi,Fombio,2265,45.1366292,9.6844794
Lodi,Galgagnano,1303,45.357971,9.445355
Lodi,Graffignana,2549,45.2091882,9.452577
Lodi,Guardamiglio,2635,45.1099019,9.6797907
Lodi,Livraga,2455,45.192268,9.54646
Lodi,Lodi,44815,45.3100453,9.5014542
Lodi,Lodi Vecchio,7589,45.301075,9.4165986
Lodi,Maccastorna,65,45.144330499999995,9.855214994409522
Lodi,Mairago,1363,45.251769,9.57836
Lodi,Maleo,3008,45.1689375,9.7635
Lodi,Marudo,1760,45.252967,9.377155
Lodi,Massalengo,4385,45.2647203,9.4902448
Lodi,Meleti,441,45.118868,9.836968
Lodi,Merlino,1712,45.433372,9.429853
Lodi,Montanaso Lombardo,2241,45.33577,9.468656
Lodi,Mulazzano,5814,45.3734919,9.3979929
Lodi,Orio Litta,1986,45.1603133,9.5542069
Lodi,Ospedaletto Lodigiano,2004,45.168767,9.578661
Lodi,Ossago Lodigiano,1421,45.245669,9.537059
Lodi,Pieve Fissiraga,1711,45.263268,9.458357
Lodi,Salerano sul Lambro,2609,45.296569,9.385155
Lodi,San Fiorano,1826,45.136368,9.722165
Lodi,San Martino in Strada,3733,45.2715321,9.5280318
Lodi,San Rocco al Porto,3354,45.081966,9.697165
Lodi,Sant'Angelo Lodigiano,13225,45.238067,9.408656
Lodi,Santo Stefano Lodigiano,1857,45.1200659,9.7356142
Lodi,Secugnago,1931,45.232869,9.59346
Lodi,Senna Lodigiana,1784,45.151667,9.593862
Lodi,Somaglia,3867,45.1467201,9.6379307
Lodi,Sordio,3448,45.3411434,9.365693
Lodi,Tavazzano con Villavesco,5919,45.33409155,9.403652011862723
Lodi,Terranova dei Passerini,919,45.1983201,9.6771207
Lodi,Turano Lodigiano,1539,45.24887,9.621461
Lodi,Valera Fratta,1735,45.2569315,9.3360078
Lodi,Villanova del Sillaro,1867,45.237968,9.481858
Lodi,Zelo Buon Persico,7415,45.4110598,9.4317571
Mantova,Acquanegra sul Chiese,2775,45.162475,10.43468
Mantova,Asola,10009,45.2211195,10.4130654
Mantova,Bagnolo San Vito,5817,45.0922527,10.8804287
Mantova,Borgo Mantovano,5416,45.0264838,11.121971
Mantova,Borgo Virgilio,14676,45.0881067,10.785801225860103
Mantova,Borgocarbonara,1912,45.0343827,11.2147864
Mantova,Bozzolo,4060,45.102474,10.483982
Mantova,Canneto sull'Oglio,4194,45.1494046,10.3797364
Mantova,Casalmoro,2184,45.259577,10.404478
Mantova,Casaloldo,2677,45.254777,10.474379
Mantova,Casalromano,1472,45.200675,10.369378
Mantova,Castel d'Ario,4519,45.189008,10.9751299
Mantova,Castel Goffredo,12628,45.2952784,10.4729815
Mantova,Castelbelforte,3266,45.2147122,10.8927608
Mantova,Castellucchio,5176,45.147276,10.648485
Mantova,Castiglione delle Stiviere,23483,45.3896766,10.4888745
Mantova,Cavriana,3761,45.3513347,10.6007909
Mantova,Ceresara,2538,45.2651301,10.567035
Mantova,Commessaggio,1089,45.0344427,10.5453454
Mantova,Curtatone,14728,45.10955285,10.715842282322747
Mantova,Dosolo,3304,44.953372,10.637588
Mantova,Gazoldo degli Ippoliti,3000,45.200277,10.579383
Mantova,Gazzuolo,2137,45.0691748,10.5831131
Mantova,Goito,10028,45.2545067,10.6729409
Mantova,Gonzaga,8758,44.9524875,10.822623
Mantova,Guidizzolo,5962,45.32068,10.580481
Mantova,Magnacavallo,1446,45.005578,11.1811
Mantova,Mantova,48755,45.156443, 10.790433
Mantova,Marcaria,6374,45.120575,10.532783
Mantova,Mariana Mantovana,785,45.192876,10.486881
Mantova,Marmirolo,7673,45.2205633,10.756393
Mantova,Medole,4120,45.3242539,10.5144051
Mantova,Moglia,5327,44.937174,10.913395
Mantova,Monzambano,4929,45.386139,10.6924039
Mantova,Motteggiana,2443,45.0349397,10.7640229
Mantova,Ostiglia,6621,45.0703901,11.13641
Mantova,Pegognaga,6921,44.9959881,10.8587724
Mantova,Piubega,1704,45.2273091,10.5345083
Mantova,Poggio Rusco,6462,44.9755577,11.1146492
Mantova,Pomponesco,1661,44.9287557,10.591879
Mantova,Ponti sul Mincio,2336,45.4125151,10.6872208
Mantova,Porto Mantovano,16481,45.1925255,10.755220681433187
Mantova,Quingentole,1057,45.039077,11.045796
Mantova,Quistello,5315,45.3059964,10.7984387
Mantova,Redondesco,1208,45.166376,10.512282
Mantova,Rivarolo Mantovano,2468,45.0703092,10.432104
Mantova,Rodigo,5254,45.199577,10.624984
Mantova,Roncoferraro,6843,45.1359287,10.9513541
Mantova,Roverbella,8725,45.2657803,10.767527
Mantova,Sabbioneta,4145,44.9984358,10.4885871
Mantova,San Benedetto Po,6774,45.0419243,10.9282948
Mantova,San Giacomo delle Segnate,1513,44.972575,11.033097
Mantova,San Giorgio Bigarello,11830,45.1805304,10.8717887
Mantova,San Giovanni del Dosso,1251,44.9668926,11.0816168
Mantova,San Martino dall'Argine,1638,45.0990557,10.5183482
Mantova,Schivenoglia,1096,44.9950936,11.0729809
Mantova,Sermide e Felonica,7195,44.9783301,11.2904305
Mantova,Serravalle a Po,1468,45.0728848,11.100535
Mantova,Solferino,2659,45.3712314,10.5544491
Mantova,Sustinente,2013,45.0692724,11.0196043
Mantova,Suzzara,20906,44.991873,10.74309
Mantova,Viadana,19822,44.9267857,10.520223
Mantova,Villimpenta,2103,45.144747,11.030232
Mantova,Volta Mantovana,7171,45.3213025,10.6592238
Milano,Abbiategrasso,32476,45.398733,8.9162299
Milano,Albairate,4670,45.4211259,8.9381357
Milano,Arconate,6686,45.5406637,8.8481616
Milano,Arese,19463,45.5499106,9.0782851
Milano,Arluno,12196,45.50507,8.941541
Milano,Assago,9260,45.4053966,9.1313547
Milano,Baranzate,11866,45.5266783,9.1169782
Milano,Bareggio,17253,45.4777256,8.9959733
Milano,Basiano,3665,45.5735877,9.4678537
Milano,Basiglio,7933,45.349152,9.164589
Milano,Bellinzago Lombardo,3797,45.542075,9.445951
Milano,Bernate Ticino,3018,45.4793424,8.8180386
Milano,Besate,2045,45.312965,8.969645
Milano,Binasco,7199,45.3319695,9.0999868
Milano,Boffalora sopra Ticino,4073,45.4672571,8.8306109
Milano,Bollate,36239,45.5426768,9.1175818
Milano,Bresso,26172,45.5372394,9.1889678
Milano,Bubbiano,2438,45.327266,9.014546
Milano,Buccinasco,27015,45.4223013,9.1082675
Milano,Buscate,4553,45.5449159,8.8129426
Milano,Bussero,8380,45.5366764,9.3720032
Milano,Busto Garolfo,13991,45.5455579,8.8832703
Milano,Calvignasco,1240,45.325966,9.027746
Milano,Cambiago,7113,45.5725439,9.4268416
Milano,Canegrate,12466,45.5705379,8.9267921
Milano,Carpiano,4153,45.3405722,9.2727326
Milano,Carugate,15581,45.549774,9.343749
Milano,Casarile,4025,45.3178884,9.1049027
Milano,Casorezzo,5513,45.52437,8.90154
Milano,Cassano d'Adda,19151,45.5263333,9.5214907
Milano,Cassina de' Pecchi,13920,45.5191887,9.3619763
Milano,Cassinetta di Lugagnano,1853,45.4235759,8.9083136
Milano,Castano Primo,10980,45.5515584,8.7776891
Milano,Cernusco sul Naviglio,35012,45.5245578,9.330925
Milano,Cerro al Lambro,5093,45.329969,9.339053
Milano,Cerro Maggiore,15021,45.5930123,8.9513923
Milano,Cesano Boscone,23686,45.4474882,9.0934033
Milano,Cesate,14276,45.596435,9.0780147
Milano,Cinisello Balsamo,74636,45.5586454,9.2141955
Milano,Cisliano,4929,45.4450193,8.9890914
Milano,Cologno Monzese,47208,45.528554,9.2782244
Milano,Colturano,2009,45.37977,9.337852
Milano,Corbetta,18600,45.4659366,8.9200896
Milano,Cormano,20317,45.54451325,9.167620729961163
Milano,Cornaredo,20590,45.5016851,9.025746
Milano,Corsico,34601,45.4307363,9.108939
Milano,Cuggiono,8194,45.5062394,8.8152655
Milano,Cusago,4315,45.4498179,9.0363223
Milano,Cusano Milanino,18787,45.5519897,9.1856198
Milano,Dairago,6332,45.565972,8.8631736
Milano,Dresano,3006,45.3729705,9.3606419
Milano,Gaggiano,9225,45.4064613,9.0344178
Milano,Garbagnate Milanese,26771,45.5772279,9.080023
Milano,Gessate,8842,45.5543877,9.4351918
Milano,Gorgonzola,20899,45.531574,9.404651
Milano,Grezzago,3067,45.5918653,9.4952028
Milano,Gudo Visconti,1614,45.3746994,9.000605
Milano,Inveruno,8525,45.5138305,8.8519543
Milano,Inzago,11255,45.540475,9.482052
Milano,Lacchiarella,9060,45.3215749,9.137322
Milano,Lainate,26137,45.5717302,9.028461
Milano,Legnano,59855,45.5946464,8.9181625
Milano,Liscate,4042,45.4815487,9.4090115
Milano,Locate di Triulzi,10290,45.3579318,9.2246411
Milano,Magenta,24107,45.4636744,8.8531301
Milano,Magnago,9268,45.5787312,8.8018508
Milano,Marcallo con Casone,6134,45.4872199,8.87327605576723
Milano,Masate,3580,45.5675473,9.4638211
Milano,Mediglia,12220,45.39537,9.331652
Milano,Melegnano,18011,45.3587886,9.3239755
Milano,Melzo,18566,45.4985848,9.4242513
Milano,Mesero,4199,45.501314,8.8542025
Milano,Milano,1374582,45.463596, 9.187651
Milano,Morimondo,1032,45.3524418,8.9548111
Milano,Motta Visconti,8053,45.288179,8.9924871
Milano,Nerviano,16973,45.5536472,8.970719
Milano,Nosate,640,45.552211,8.7253233
Milano,Novate Milanese,20056,45.5319497,9.1401207
Milano,Noviglio,4514,45.3586424,9.0537901
Milano,Opera,14100,45.373069,9.211149
Milano,Ossona,4276,45.5062108,8.9012659
Milano,Ozzero,1418,45.3658483,8.9245144
Milano,Paderno Dugnano,47380,45.5718756,9.1691935
Milano,Pantigliate,5862,45.439548,9.352631
Milano,Parabiago,27919,45.5586385,8.9479761
Milano,Paullo,11147,45.4167873,9.3982408
Milano,Pero,11451,45.5097041,9.0399242
Milano,Peschiera Borromeo,23847,45.4318465,9.311479
Milano,Pessano con Bornago,9025,45.5518943,9.3840625
Milano,Pieve Emanuele,15699,45.3559126,9.2020722
Milano,Pioltello,36147,45.5010216,9.3263354
Milano,Pogliano Milanese,8329,45.5373018,8.991631
Milano,Pozzo d'Adda,6345,45.5756656,9.5003771
Milano,Pozzuolo Martesana,8547,45.513975,9.456252
Milano,Pregnana Milanese,7330,45.5158489,9.0080123
Milano,Rescaldina,14057,45.6159737,8.9489311
Milano,Rho,50742,45.528878,9.04156
Milano,Robecchetto con Induno,4775,45.52011125,8.76928217971155
Milano,Robecco sul Naviglio,6758,45.4365073,8.887279
Milano,Rodano,4613,45.4751079,9.3549881
Milano,Rosate,5799,45.3519922,9.0174784
Milano,Rozzano,41844,45.3832366,9.1541309
Milano,San Colombano al Lambro,7275,45.1817028,9.4889416
Milano,San Donato Milanese,32545,45.41807,9.27165
Milano,San Giorgio su Legnano,6681,45.573771,8.913739
Milano,San Giuliano Milanese,39308,45.3949933,9.2842979
Milano,San Vittore Olona,8274,45.5860911,8.9426962
Milano,San Zenone al Lambro,4422,45.327269,9.355253
Milano,Santo Stefano Ticino,4938,45.4872627,8.9186265
Milano,Sedriano,12403,45.4883326,8.9687313
Milano,Segrate,36482,45.4907352,9.2948204
Milano,Senago,21307,45.5761376,9.1244464
Milano,Sesto San Giovanni,80203,45.5357218,9.2376549
Milano,Settala,7330,45.4558605,9.3917427
Milano,Settimo Milanese,20133,45.4794715,9.0546807
Milano,Solaro,13991,45.6165471,9.0795749
Milano,Trezzano Rosa,5297,45.5828314,9.4870409
Milano,Trezzano sul Naviglio,21453,45.4182125,9.0710538
Milano,Trezzo sull'Adda,11981,45.6087178,9.5198437
Milano,Tribiano,3654,45.413371,9.378952
Milano,Truccazzano,5853,45.483715,9.4685402
Milano,Turbigo,7092,45.5291504,8.7366656
Milano,Vanzaghello,5243,45.5792526,8.7823717
Milano,Vanzago,9318,45.5268256,8.9949548
Milano,Vaprio d'Adda,9349,45.5765762,9.5291744
Milano,Vermezzo con Zelo,5796,45.39078145,8.982191605511773
Milano,Vernate,3304,45.3161472,9.0609682
Milano,Vignate,9301,45.496573,9.376651
Milano,Villa Cortese,6133,45.5665917,8.8889918
Milano,Vimodrone,16816,45.5128319,9.2846717
Milano,Vittuone,9244,45.487969,8.952442
Milano,Vizzolo Predabissi,3898,45.35636,9.3497623
Milano,Zibido San Giacomo,6867,45.3611096,9.1097761
Monza e della Brianza,Agrate Brianza,15482,45.5761735,9.3509475
Monza e della Brianza,Aicurzio,2077,45.639977,9.414949
Monza e della Brianza,Albiate,6482,45.6589901,9.2557963
Monza e della Brianza,Arcore,17848,45.626556,9.3214647
Monza e della Brianza,Barlassina,6912,45.656416,9.1301014
Monza e della Brianza,Bellusco,7366,45.6187478,9.418633
Monza e della Brianza,Bernareggio,11321,45.6475083,9.4061375
Monza e della Brianza,Besana in Brianza,15498,45.7025382,9.2895415
Monza e della Brianza,Biassono,12188,45.6309866,9.2751203
Monza e della Brianza,Bovisio-Masciago,16833,45.6100484,9.1490172
Monza e della Brianza,Briosco,6051,45.710077,9.240644
Monza e della Brianza,Brugherio,34811,45.5507486,9.3012222
Monza e della Brianza,Burago di Molgora,4283,45.5966599,9.3777061
Monza e della Brianza,Busnago,6752,45.6161843,9.4656704
Monza e della Brianza,Camparada,2166,45.655977,9.319646
Monza e della Brianza,Caponago,5105,45.5654382,9.3754414
Monza e della Brianza,Carate Brianza,17824,45.6765494,9.2371619
Monza e della Brianza,Carnate,7516,45.6472814,9.3790871
Monza e della Brianza,Cavenago di Brianza,7389,45.584917,9.4160593
Monza e della Brianza,Ceriano Laghetto,6613,45.6283491,9.0807968
Monza e della Brianza,Cesano Maderno,38983,45.6281892,9.1462397
Monza e della Brianza,Cogliate,8444,45.6454161,9.0819874
Monza e della Brianza,Concorezzo,15770,45.589675,9.335948
Monza e della Brianza,Cornate d'Adda,10674,45.6466993,9.4659391
Monza e della Brianza,Correzzana,3035,45.6656887,9.3036259
Monza e della Brianza,Desio,41646,45.6183103,9.2081245
Monza e della Brianza,Giussano,25923,45.6993814,9.2097294
Monza e della Brianza,Lazzate,7763,45.6723256,9.0852196
Monza e della Brianza,Lentate sul Seveso,15785,45.6784049,9.1181696
Monza e della Brianza,Lesmo,8465,45.6488983,9.3056827
Monza e della Brianza,Limbiate,34707,45.5984024,9.1194356
Monza e della Brianza,Lissone,46147,45.6107705,9.2408409
Monza e della Brianza,Macherio,7412,45.640116,9.269371
Monza e della Brianza,Meda,23324,45.6625046,9.1567532
Monza e della Brianza,Mezzago,4420,45.628977,9.44485
Monza e della Brianza,Misinto,5588,45.6631178,9.082738
Monza e della Brianza,Monza,122522,45.5823291,9.2711325
Monza e della Brianza,Muggiò,23603,45.5931952,9.2271378
Monza e della Brianza,Nova Milanese,23083,45.5892665,9.2003742
Monza e della Brianza,Ornago,5193,45.5984036,9.4222142
Monza e della Brianza,Renate,4056,45.724378,9.279944
Monza e della Brianza,Roncello,4762,45.6024427,9.4576108
Monza e della Brianza,Ronco Briantino,3532,45.6675633,9.4006983
Monza e della Brianza,Seregno,44843,45.649723,9.2053999
Monza e della Brianza,Seveso,23728,45.6434655,9.1373787
Monza e della Brianza,Sovico,8307,45.6485558,9.2648372
Monza e della Brianza,Sulbiate,4405,45.6339993,9.4206842
Monza e della Brianza,Triuggio,8649,45.6613638,9.2674406
Monza e della Brianza,Usmate Velate,10425,45.65245845,9.354341941243387
Monza e della Brianza,Varedo,13611,45.5974437,9.1562926
Monza e della Brianza,Vedano al Lambro,7490,45.611508,9.2750718
Monza e della Brianza,Veduggio con Colzano,4250,45.73362975,9.262512661573547
Monza e della Brianza,Verano Brianza,9164,45.6881861,9.230477
Monza e della Brianza,Villasanta,13946,45.6039807,9.3005709
Monza e della Brianza,Vimercate,25941,45.6139627,9.37006
Pavia,Alagna,808,45.169861,8.889846
Pavia,Albaredo Arnaboldi,236,45.1040469,9.244574
Pavia,Albonese,510,45.2944385,8.706322
Pavia,Albuzzano,3571,45.1866257,9.27504
Pavia,Arena Po,1538,45.0966059,9.3628461
Pavia,Badia Pavese,385,45.1203279,9.4687966
Pavia,Bagnaria,633,44.8272619,9.1226055
Pavia,Barbianello,867,45.076662,9.205155
Pavia,Bascapè,1777,45.308268,9.313453
Pavia,Bastida Pancarana,957,45.086061,9.085152
Pavia,Battuda,692,45.274665,9.078048
Pavia,Belgioioso,6165,45.158565,9.313756
Pavia,Bereguardo,2844,45.2580109,9.0275271
Pavia,Borgarello,2613,45.240665,9.14055
Pavia,Borgo Priolo,1325,44.9664487,9.1485039
Pavia,Borgo San Siro,926,45.234969,8.9133606
Pavia,Borgoratto Mormorolo,409,44.930658,9.193257
Pavia,Bornasco,2647,45.266566,9.217951
Pavia,Bosnasco,614,45.0643632,9.3584773
Pavia,Brallo di Pregola,524,44.7381861,9.28137
Pavia,Breme,708,45.1269219,8.6235671
Pavia,Bressana Bottarone,3434,45.083601200000004,9.122253114538573
Pavia,Broni,9545,45.0621619,9.2611911
Pavia,Calvignano,110,44.9827441,9.1681632
Pavia,Campospinoso,1074,45.0944235,9.2449549
Pavia,Candia Lomellina,1459,45.178758,8.59484
Pavia,Canneto Pavese,1330,45.050462,9.278757
Pavia,Carbonara al Ticino,1422,45.1654222,9.0619572
Pavia,Casanova Lonati,464,45.094464,9.2134516
Pavia,Casatisma,882,45.04906,9.131954
Pavia,Casei Gerola,2372,45.0061458,8.9269892
Pavia,Casorate Primo,8802,45.3123851,9.0179614
Pavia,Cassolnovo,6796,45.3658449,8.8092037
Pavia,Castana,721,45.026761,9.272457
Pavia,Casteggio,6552,45.0141141,9.1235778
Pavia,Castelletto di Branduzzo,971,45.07183925,9.090044281323522
Pavia,Castello d'Agogna,1067,45.234561,8.68714
Pavia,Castelnovetto,542,45.25476,8.611838
Pavia,Cava Manara,6598,45.1412536,9.1103812
Pavia,Cecima,229,44.8509689,9.0802378
Pavia,Ceranova,2249,45.260266,9.243152
