PROVINCE,Denominazione Comune,Popolazione al 1° gennaio - Totale,Latitude,Longitude
Pavia,Ceretto Lomellina,178,45.2449611,8.6724399
Pavia,Cergnago,698,45.1982014,8.7728428
Pavia,Certosa di Pavia,5407,45.25701505,9.148113697505869
Pavia,Cervesina,1129,45.061259,9.016151
Pavia,Chignolo Po,3915,45.148166,9.481559
Pavia,Cigognola,1303,45.032761,9.244856
Pavia,Cilavegna,5333,45.310439,8.7424776
Pavia,Codevilla,946,44.963288,9.0573853
Pavia,Colli Verdi,1035,44.9169169,9.2486904
Pavia,Confienza,1561,45.332162,8.556336
Pavia,Copiano,1734,45.196266,9.322455
Pavia,Corana,762,45.061659,8.96835
Pavia,Cornale e Bastida,831,45.045404649999995,8.912614114068756
Pavia,Corteolona e Genzone,2533,45.166777249999996,9.364813404197044
Pavia,Corvino San Quirico,977,45.0101856,9.162397
Pavia,Costa de' Nobili,381,45.1320538,9.3789043
Pavia,Cozzo,369,45.192659,8.61104
Pavia,Cura Carpignano,4881,45.2120721,9.2554631
Pavia,Dorno,4522,45.1548467,8.9514237
Pavia,Ferrera Erbognone,1079,45.115059,8.864347
Pavia,Filighera,811,45.177065,9.315955
Pavia,Fortunago,356,44.9211755,9.1838749
Pavia,Frascarolo,1107,45.046656,8.682044
Pavia,Galliavola,176,45.097559,8.818846
Pavia,Gambarana,203,45.0289586,8.7625383
Pavia,Gambolò,9649,45.2590302,8.8590602
Pavia,Garlasco,9443,45.1961584,8.9227105
Pavia,Gerenzago,1388,45.206566,9.359656
Pavia,Giussago,5229,45.284766,9.140749
Pavia,Godiasco Salice Terme,3182,44.8901834,9.065672518810558
Pavia,Golferenzo,182,44.962021,9.3069524
Pavia,Gravellona Lomellina,2703,45.327664,8.76414
Pavia,Gropello Cairoli,4343,45.1771055,8.9918812
Pavia,Inverno e Monteleone,1460,45.197866,9.385256
Pavia,Landriano,6420,45.311968,9.260052
Pavia,Langosco,367,45.2143674,8.5637296
Pavia,Lardirago,1139,45.2353406,9.2332129
Pavia,Linarolo,2817,45.1609808,9.2709102
Pavia,Lirio,130,44.993982,9.255568
Pavia,Lomello,2042,45.121059,8.796245
Pavia,Lungavilla,2445,45.04066,9.081353
Pavia,Magherno,1733,45.223566,9.329355
Pavia,Marcignago,2467,45.253065,9.079349
Pavia,Marzano,1663,45.247967,9.295054
Pavia,Mede,6281,45.0974469,8.736176
Pavia,Menconico,344,44.7963638,9.2792795
Pavia,Mezzana Bigli,1026,45.059858,8.848447
Pavia,Mezzana Rabattone,469,45.0948626,9.0312537
Pavia,Mezzanino,1341,45.1246535,9.205337632242514
Pavia,Miradolo Terme,3643,45.1725382,9.4441335
Pavia,Montalto Pavese,872,44.979273,9.2097613
Pavia,Montebello della Battaglia,1512,45.000959,9.103454
Pavia,Montecalvo Versiggia,524,44.971268,9.2855415
Pavia,Montescano,419,45.0326442,9.2961671
Pavia,Montesegale,258,44.906251,9.1270728
Pavia,Monticelli Pavese,659,45.1107312,9.5150492
Pavia,Montù Beccaria,1623,45.0369456,9.3155381
Pavia,Mornico Losana,600,45.0103307,9.2051126
Pavia,Mortara,15395,45.2513474,8.7374279
Pavia,Nicorvo,296,45.285662,8.667939
Pavia,Olevano di Lomellina,727,45.2129605,8.7172694
Pavia,Oliva Gessi,163,45.00356,9.179355
Pavia,Ottobiano,1068,45.1528163,8.8292093
Pavia,Palestro,1829,45.301761,8.533436
Pavia,Pancarana,308,45.0749275,9.0507905
Pavia,Parona,1838,45.2826019,8.7508446
Pavia,Pavia,71122,45.1847993,9.1521556
Pavia,Pietra de' Giorgi,778,45.0206699,9.2305464
Pavia,Pieve Albignola,849,45.113111,8.9587996
Pavia,Pieve del Cairo,1745,45.049957,8.804146
Pavia,Pieve Porto Morone,2580,45.109364,9.435759
Pavia,Pinarolo Po,1666,45.069861,9.167254
Pavia,Pizzale,693,45.0365053,9.0482121
Pavia,Ponte Nizza,760,44.851548,9.0972428
Pavia,Portalbera,1441,45.097563,9.318857
Pavia,Rea,402,45.1133653,9.1546576
Pavia,Redavalle,1032,45.0374456,9.2039179
Pavia,Retorbido,1546,44.9493005,9.0361743
Pavia,Rivanazzano Terme,5169,44.9307667,9.014159
Pavia,Robbio,5733,45.2899709,8.5932785
Pavia,Robecco Pavese,531,45.0483636,9.15016
Pavia,Rocca de' Giorgi,68,44.97136,9.253158
Pavia,Rocca Susella,208,44.91915315,9.094130831282783
Pavia,Rognano,638,45.288466,9.090248
Pavia,Romagnese,618,44.8394798,9.330068
Pavia,Roncaro,1533,45.228166,9.275453
Pavia,Rosasco,543,45.25106,8.578938
Pavia,Rovescala,870,45.0114213,9.3487527
Pavia,San Cipriano Po,477,45.1086791,9.2829052
Pavia,San Damiano al Colle,633,45.024862,9.346559
Pavia,San Genesio ed Uniti,3968,45.234765,9.178551
Pavia,San Giorgio di Lomellina,1034,45.1744127,8.790098
Pavia,San Martino Siccomario,6416,45.160963,9.135952
Pavia,San Zenone al Po,553,45.108564,9.361758
Pavia,Sannazzaro de' Burgondi,5149,45.102259,8.906348
Pavia,Santa Cristina e Bissone,1881,45.1543919,9.41899610341046
Pavia,Santa Giuletta,1548,45.0338362,9.1815028
Pavia,Santa Margherita di Staffora,448,44.7648395,9.2546166
Pavia,Santa Maria della Versa,2296,44.9861766,9.3001984
Pavia,Sant'Alessio con Vialone,962,45.2246868,9.229855325290961
Pavia,Sant'Angelo Lomellina,798,45.247061,8.644439
Pavia,Sartirana Lomellina,1491,45.1138448,8.6642435
Pavia,Scaldasole,870,45.1249845,8.909653
Pavia,Semiana,206,45.137475,8.7292673
Pavia,Silvano Pietra,656,45.0403699,8.9476057
Pavia,Siziano,6351,45.3174678,9.2011222
Pavia,Sommo,1152,45.1306498,9.0833839
Pavia,Spessa,536,45.1127279,9.34943
Pavia,Stradella,11448,45.0773563,9.2950171
Pavia,Suardi,600,45.034656,8.742945
Pavia,Torrazza Coste,1559,44.9759482,9.0878226
Pavia,Torre Beretti e Castellaro,531,45.07561425,8.690527641754109
Pavia,Torre d'Arese,935,45.2426037,9.3172552
Pavia,Torre de' Negri,315,45.149665,9.334556
Pavia,Torre d'Isola,2396,45.2183509,9.0764193
Pavia,Torrevecchia Pia,3498,45.2832419,9.2966505
Pavia,Torricella Verzate,823,45.0179256,9.1755821
Pavia,Travacò Siccomario,4450,45.1490672,9.1596467
Pavia,Trivolzio,2316,45.2614355,9.047352
Pavia,Tromello,3640,45.2091305,8.8717307
Pavia,Trovo,1023,45.282965,9.035447
Pavia,Val di Nizza,588,44.870977100000005,9.1758229144576
Pavia,Valeggio,199,45.15066,8.859946
Pavia,Valle Lomellina,2095,45.153058,8.668542
Pavia,Valle Salimbene,1470,45.1719317,9.2347159
Pavia,Varzi,3024,44.8235397,9.1969039
Pavia,Velezzo Lomellina,96,45.163359,8.737243
Pavia,Vellezzo Bellini,3315,45.270665,9.099249
Pavia,Verretto,372,45.0392343,9.1084758
Pavia,Verrua Po,1214,45.1096492,9.1755596
Pavia,Vidigulfo,6542,45.292267,9.236651
Pavia,Vigevano,62340,45.3170942,8.858603
Pavia,Villa Biscossi,63,45.090393,8.7869936
Pavia,Villanova d'Ardenghi,772,45.171662,9.042349
Pavia,Villanterio,3271,45.219467,9.364356
Pavia,Vistarino,1523,45.210766,9.308254
Pavia,Voghera,38435,44.9926704,9.0086667
Pavia,Volpara,125,44.9530362,9.2970972
Pavia,Zavattarello,965,44.8684762,9.2652299
Pavia,Zeccone,1674,45.2578688,9.2011444
Pavia,Zeme,1003,45.197302,8.6659204
Pavia,Zenevredo,477,45.054262,9.325658
Pavia,Zerbo,394,45.110464,9.396058
Pavia,Zerbolò,1684,45.2071663,9.0129546
Pavia,Zinasco,3084,45.112798600000005,9.003176181390153
Sondrio,Albaredo per San Marco,288,46.10349,9.590044
Sondrio,Albosaggia,3021,46.1472316,9.8531698
Sondrio,Andalo Valtellino,585,46.1336397,9.4735483
Sondrio,Aprica,1496,46.152697,10.151656
Sondrio,Ardenno,3213,46.164292,9.644944
Sondrio,Bema,119,46.07876735,9.581220550398465
Sondrio,Berbenno di Valtellina,4045,46.1689955,9.7434178
Sondrio,Bianzone,1273,46.188197,10.109354
Sondrio,Bormio,4074,46.4692482,10.3721712
Sondrio,Buglio in Monte,1961,46.1827877,9.6748279
Sondrio,Caiolo,1056,46.149994,9.814548
Sondrio,Campodolcino,922,46.4028756,9.3532536
Sondrio,Caspoggio,1345,46.2645945,9.863925
Sondrio,Castello dell'Acqua,606,46.145995,10.013553
Sondrio,Castione Andevenno,1548,46.172794,9.800247
Sondrio,Cedrasco,435,46.1489585,9.767444
Sondrio,Cercino,792,46.158091,9.508141
Sondrio,Chiavenna,7144,46.3197862,9.3984945
Sondrio,Chiesa in Valmalenco,2370,46.2640846,9.8496555
Sondrio,Chiuro,2439,46.1708212,9.9893554
Sondrio,Cino,333,46.1586693,9.4833323
Sondrio,Civo,1124,46.1543311,9.5608421
Sondrio,Colorina,1353,46.1510725,9.7328367
Sondrio,Cosio Valtellino,5409,46.1337409,9.5291545
Sondrio,Dazio,471,46.1612697,9.6008391
Sondrio,Delebio,3286,46.13609,9.46064
Sondrio,Dubino,3702,46.15342,9.4613327
Sondrio,Faedo Valtellino,534,46.152995,9.90605
Sondrio,Forcola,770,46.1587741,9.6708477
Sondrio,Fusine,552,46.1502854,9.7453663
Sondrio,Gerola Alta,159,46.0469886,9.550172782415016
Sondrio,Gordona,1938,46.2916801,9.3657433
Sondrio,Grosio,4412,46.2989301,10.2745156
Sondrio,Grosotto,1635,46.2798623,10.2584412
Sondrio,Lanzada,1281,46.269297,9.869247
Sondrio,Livigno,6887,46.5381734,10.1359928
Sondrio,Lovero,633,46.2314,10.228556
Sondrio,Madesimo,545,46.4362982,9.3584136
Sondrio,Mantello,752,46.1522359,9.4885023
Sondrio,Mazzo di Valtellina,1017,46.2586,10.256656
Sondrio,Mello,937,46.1552566,9.542076
Sondrio,Mese,1799,46.3052737,9.3803256
Sondrio,Montagna in Valtellina,2945,46.178495,9.90295
Sondrio,Morbegno,12237,46.1321629,9.5694656
Sondrio,Novate Mezzola,1872,46.2204654,9.4472208
Sondrio,Pedesina,36,46.082308,9.5496877
Sondrio,Piantedo,1427,46.13419,9.42934
Sondrio,Piateda,2083,46.1587767,9.9422848
Sondrio,Piuro,1894,46.3287564,9.4396645
Sondrio,Poggiridenti,1829,46.1756616,9.9262461
Sondrio,Ponte in Valtellina,2258,46.174996,9.977851
Sondrio,Postalesio,644,46.174094,9.775447
Sondrio,Prata Camportaccio,2886,46.307194,9.395236
Sondrio,Rasura,290,46.1006655,9.5529709
Sondrio,Rogolo,541,46.1357463,9.4873167
Sondrio,Samolaco,2834,46.2463209,9.3949044
Sondrio,San Giacomo Filippo,360,46.3374131,9.370685
Sondrio,Sernio,489,46.2245349,10.2040968
Sondrio,Sondalo,3970,46.331392,10.3248633
Sondrio,Sondrio,21202,46.171042, 9.865901
Sondrio,Spriana,80,46.2203043,9.8642208
Sondrio,Talamona,4638,46.1360901,9.6105308
Sondrio,Tartano,196,46.103228099999995,9.686932812985447
Sondrio,Teglio,4445,46.172675,10.0641264
Sondrio,Tirano,8829,46.21463,10.1558916
Sondrio,Torre di Santa Maria,756,46.2335291,9.851604
Sondrio,Tovo di Sant'Agata,648,46.2447793,10.2464531
Sondrio,Traona,2828,46.1496199,9.525796
Sondrio,Tresivio,2007,46.175695,9.942551
Sondrio,Val Masino,865,46.245865699999996,9.637997290211064
Sondrio,Valdidentro,4153,46.50890845,10.290805319391822
Sondrio,Valdisotto,3607,46.4252151,10.3574185
Sondrio,Valfurva,2525,46.41716995,10.512921444304599
Sondrio,Verceia,1061,46.1978642,9.4517534
Sondrio,Vervio,209,46.2528354,10.2402255
Sondrio,Villa di Chiavenna,968,46.3310232,9.4894492
Sondrio,Villa di Tirano,2925,46.203898,10.133854
Varese,Agra,416,46.0620587,8.8969172
Varese,Albizzate,5203,45.7239432,8.8031311
Varese,Angera,5365,45.7721876,8.5751222
Varese,Arcisate,9956,45.860392,8.8596177
Varese,Arsago Seprio,4806,45.6881584,8.7314516
Varese,Azzate,4613,45.780222,8.7937693
Varese,Azzio,753,45.8851938,8.7106372
Varese,Barasso,1657,45.840476,8.756831
Varese,Bardello,1584,45.8348649,8.698036
Varese,Bedero Valcuvia,667,45.9142712,8.7941977
Varese,Besano,2531,45.8890392,8.8903883
Varese,Besnate,5475,45.7001654,8.7683151
Varese,Besozzo,8793,45.8457972,8.6664953
Varese,Biandronno,3210,45.8215121,8.713238
Varese,Bisuschio,4293,45.8748731,8.871723
Varese,Bodio Lomnago,2212,45.79122945,8.751004282625567
Varese,Brebbia,3194,45.8285392,8.6500523
Varese,Bregano,836,45.8250769,8.6887863
Varese,Brenta,1741,45.8931801,8.6851013
Varese,Brezzo di Bedero,1244,45.97769615,8.718691637857134
Varese,Brinzio,790,45.8891102,8.7904134
Varese,Brissago-Valtravaglia,1227,45.9497006,8.7381652194084
Varese,Brunello,943,45.7653708,8.7973652
Varese,Brusimpiano,1170,45.9477557,8.8892162
Varese,Buguggiate,3078,45.7859972,8.8049896
Varese,Busto Arsizio,83045,45.611932,8.8518269
Varese,Cadegliano-Viconago,2154,45.96460035,8.830903416272994
Varese,Cadrezzate con Osmate,2638,45.7899091,8.6492888
Varese,Cairate,7687,45.6909194,8.8724606
Varese,Cantello,4750,45.8199458,8.8947116
Varese,Caravate,2591,45.8778934,8.6519892
Varese,Cardano al Campo,14780,45.645717,8.7724976
Varese,Carnago,6591,45.7228491,8.8358485
Varese,Caronno Pertusella,18035,45.5971023,9.0509248
Varese,Caronno Varesino,4787,45.7386359,8.8312264
Varese,Casale Litta,2711,45.7673316,8.7400873
Varese,Casalzuigno,1340,45.9044548,8.7060705
Varese,Casciago,3613,45.8354615,8.7811543
Varese,Casorate Sempione,5648,45.6733755,8.7405206
Varese,Cassano Magnago,21385,45.6752214,8.8255843
Varese,Cassano Valcuvia,653,45.932378,8.768429
Varese,Castellanza,14328,45.6123744,8.8970383
Varese,Castello Cabiaglio,551,45.8934053,8.7559697
Varese,Castelseprio,1297,45.7182628,8.862852300920721
Varese,Castelveccana,1894,45.9508626,8.6692725
Varese,Castiglione Olona,7635,45.7554765,8.8668829
Varese,Castronno,5042,45.7468305,8.8141625
Varese,Cavaria con Premezzo,5692,45.6926822,8.796529010715464
Varese,Cazzago Brabbia,799,45.7976859,8.73319
Varese,Cislago,10328,45.6587762,8.9719319
Varese,Cittiglio,3797,45.898911,8.6607384
Varese,Clivio,1909,45.8642056,8.9293287
Varese,Cocquio-Trevisago,4612,45.8634359,8.695665286208953
Varese,Comabbio,1228,45.7719597,8.6743917
Varese,Comerio,2880,45.8396174,8.7464409
Varese,Cremenaga,774,45.9889227,8.802184
Varese,Crosio della Valle,600,45.759974,8.770432
Varese,Cuasso al Monte,3598,45.9147729,8.8791395
Varese,Cugliate-Fabiasco,3046,45.94354415,8.818079449681923
Varese,Cunardo,2902,45.937476,8.8012453
Varese,Curiglia con Monteviasco,156,46.0593917,8.82649107287608
Varese,Cuveglio,3266,45.9067099,8.741167
Varese,Cuvio,1626,45.896177,8.734129
Varese,Daverio,3046,45.7784026,8.7718279
Varese,Dumenza,1474,46.0191641,8.7871203
Varese,Duno,137,45.9140638,8.7371939
Varese,Fagnano Olona,12350,45.6689478,8.8727714
Varese,Ferno,6765,45.6141475,8.7545482
Varese,Ferrera di Varese,702,45.9345252,8.7858239
Varese,Gallarate,52787,45.6598951,8.7932013
Varese,Galliate Lombardo,989,45.7845815,8.7708941
Varese,Gavirate,9068,45.8428264,8.7176706
Varese,Gazzada Schianno,4538,45.78104255,8.832403768774729
Varese,Gemonio,2884,45.8792168,8.6753972
Varese,Gerenzano,10804,45.638723,9.0003063
Varese,Germignaga,3822,45.993507,8.7241585
Varese,Golasecca,2641,45.6968994,8.6556495
Varese,Gorla Maggiore,4922,45.6641372,8.890948
Varese,Gorla Minore,8132,45.6443309,8.8978959
Varese,Gornate Olona,2161,45.7395977,8.8597982
Varese,Grantola,1232,45.949179,8.774329
Varese,Inarzo,1062,45.7853157,8.7344749
Varese,Induno Olona,10303,45.8524484,8.839608
Varese,Ispra,5208,45.815457,8.6101375
Varese,Jerago con Orago,5241,45.70803255,8.793964384105962
Varese,Lavena Ponte Tresa,5812,45.95973425,8.86164681646655
Varese,Laveno-Mombello,8380,45.909499600000004,8.611986418683628
Varese,Leggiuno,3632,45.875366,8.6204535
Varese,Lonate Ceppino,5052,45.7045034,8.8742864
Varese,Lonate Pozzolo,11483,45.5967722,8.7547313
Varese,Lozza,1225,45.775675,8.857734
Varese,Luino,14207,45.9989084,8.739907
Varese,Luvinate,1292,45.8393069,8.7690932
Varese,Maccagno con Pino e Veddasca,2423,46.07368475,8.776408469052992
Varese,Malgesso,1224,45.828215,8.6794636
Varese,Malnate,16391,45.8000916,8.8781675
Varese,Marchirolo,3492,45.9499915,8.8323669
Varese,Marnate,8010,45.6293231,8.9010953
Varese,Marzio,311,45.938681,8.859197
Varese,Masciago Primo,307,45.917778,8.78113
Varese,Mercallo,1776,45.7498658,8.6695719
Varese,Mesenzana,1623,45.947817,8.7578345
Varese,Montegrino Valtravaglia,1492,45.96812255,8.778641692164655
Varese,Monvalle,1946,45.8569315,8.6337304
Varese,Morazzone,4255,45.7649609,8.8315
Varese,Mornago,4945,45.747541,8.752299
Varese,Oggiona con Santo Stefano,4308,45.6994347,8.818380882323924
Varese,Olgiate Olona,12585,45.6309999,8.8898408
Varese,Origgio,7909,45.5976933,9.0180613
Varese,Orino,826,45.8816338,8.7151033
Varese,Porto Ceresio,2850,45.9027835,8.90423
Varese,Porto Valtravaglia,2294,45.9613696,8.6818093
Varese,Rancio Valcuvia,904,45.9160064,8.7710285
Varese,Ranco,1240,45.7975913,8.5711349
Varese,Saltrio,2987,45.8739084,8.921668
Varese,Samarate,16065,45.6281817,8.7843049
Varese,Sangiano,1483,45.875076,8.633327
Varese,Saronno,38755,45.6256764,9.0373283
Varese,Sesto Calende,11055,45.7239553,8.6343618
Varese,Solbiate Arno,4014,45.7190562,8.8143443
Varese,Solbiate Olona,5341,45.6513793,8.887751
Varese,Somma Lombardo,17785,45.6836207,8.7070874
Varese,Sumirago,6014,45.7392252,8.7810037
Varese,Taino,3584,45.7643442,8.6150606
Varese,Ternate,2537,45.7822863,8.6903182
Varese,Tradate,18797,45.7142931,8.9041464
Varese,Travedona-Monate,3989,45.80506565,8.67419949031834
Varese,Tronzano Lago Maggiore,219,46.0889912,8.733941
Varese,Uboldo,10607,45.6109052,9.0033882
Varese,Valganna,1587,45.900079649999995,8.820120417547582
Varese,Varano Borghi,2446,45.7746301,8.7036658
Varese,Varese,79350,45.8187513,8.8249607
Varese,Vedano Olona,7328,45.7769157,8.8855964
Varese,Venegono Inferiore,5980,45.7380805,8.9017723
Varese,Venegono Superiore,7289,45.7513827,8.9047602
Varese,Vergiate,8641,45.7248471,8.6940232
Varese,Viggiù,5079,45.8722383,8.9058625
Varese,Vizzola Ticino,574,45.62555075,8.68549599120842
