,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,253296.78565495127,333596.3632745049,461766.0028730304,489751.82122897176,404859.10497065657,461766.0028730304,404984.48716482526,371795.5092951921,206861.83988029783,199903.61339087255,314986.7285233242,452989.8945264484,375797.2480915441,385624.9487370041,61920.411421066165,156379.3569874924,130309.1144914398,328543.0802500306,210948.78816997237,32391.9022062439,315195.31634475524,315195.31634475524,227529.45592212884,85997.18804904865,476227.0226295432,162829.75684734326,18967.093221834566,18884.74694156611,146175.3178803622,163472.79251436717,164488.03202382292,203102.85617728965,283433.25670907396,473932.56928154477,232425.24569817088,279526.40763164556,204431.57093292824,0.0,0.0,0.0,329927.64399984904,395317.922182869,169353.22735896503,385811.0062698228,247432.31668851187,146175.3178803622,369451.5893300317,238861.52372634923,466648.1112187268,209474.81123397243,369451.5893300317,269158.09135978774,171273.7996496403,473384.52453771373,144964.0476681607,337350.18392835883,230838.6922072049,269300.15416219155,184755.66157587714,269300.15416219155,44470.098453943974,218046.33129139576,204149.0238424548,48830.10245501716,456615.9705183262,379576.1453425472,453187.67001170816,225809.2928617001,148662.41625211854,78221.00744776314,10309.428992325797,76477.85830899513,200877.1431166939,369002.77196158073
1,89097.42542330876,121222.44177904332,165293.61167558318,175311.40632258818,145140.7563076073,165293.61167558318,145185.7054424192,132637.2278569673,73907.26876509204,71424.14596131157,112981.880145714,162115.62481800243,133294.61228336766,136864.09117109177,20604.465909627594,54558.980343647665,44637.02502537883,116952.02007400738,73214.87288995141,10486.12940870726,112061.49764151208,112061.49764151208,79686.258673822,29206.76881038904,169724.4267815997,57173.99322559664,4735.286609563851,4714.728201707568,51740.46654601923,56140.29104933556,56354.32833824403,71847.13811536126,101180.77776956363,170999.80845787062,81579.01025879185,99257.81999225635,71431.58210676425,0.0,0.0,0.0,117138.93304754642,141030.61922830017,59127.14663371387,138496.44639914104,89522.04238663688,51740.46654601923,131677.71916777553,85103.97493674334,167795.98039911484,73129.56113366118,131677.71916777553,98251.9586699756,59385.75563358952,170095.08761394082,50726.628239387166,119843.44411390556,80728.94489717545,94685.67455314088,64369.37839669615,94685.67455314088,15344.251937638737,76029.73625209264,71214.48961625702,15490.484808771802,162856.5574272616,134902.65613456347,162768.3357176429,81225.17876954994,50851.62122681455,26402.68773039555,3212.859143525002,25521.493018683737,72144.21382828358,131148.0957364621
2,1213965.736025412,1019215.8863292973,1604113.2665969087,1701332.252451267,1380852.8887016221,1604113.2665969087,1381280.529732499,1675851.2633151284,603780.6210369166,577846.7820872109,1011722.7525422873,1576894.0181732806,1503894.1308620446,1555159.0353491574,515112.58416203375,868284.9280316241,746523.7863482775,1537838.3083378256,942795.1113233868,402929.12584854395,1467853.874116545,1467853.874116545,817985.2808106754,609081.7662608946,1776896.6589612365,896658.0006850265,370010.78743396397,368404.3730167399,831485.3215308656,710382.9123032746,714510.2107364818,1049468.4614674742,1364878.845926039,1901352.5594815947,826485.8096797254,1333456.6743182167,1031848.0786768293,0.0,0.0,0.0,1525350.9634075628,1408390.6635504165,923311.7287729656,1747857.620326498,713681.4873194615,831485.3215308656,1659272.734184584,1186588.1263630446,2079235.2500378476,1023063.2632834848,1659272.734184584,765054.5727839086,900707.7460398829,2094539.25,405583.4305569049,1217841.6090771095,1063078.4927033517,1206107.1989881084,632412.0786380639,1206107.1989881084,0.0,1004140.9387987446,1002041.8349573981,462202.9487770508,1646159.8623936812,1643028.718913035,1983326.7654209337,648473.9479557591,762748.9024171915,575669.7290779827,0.0,577730.0597712428,560660.2648410273,1618915.5469543533
3,2241839.2528827633,2101831.8057842255,3205511.148003569,3399784.5509128766,2734014.8385605593,3205511.148003569,2734861.5449212156,3234752.6431744825,1106215.909347724,1055790.3529338476,1959024.3475473297,3147711.708494127,2830953.4560199864,2936185.215874275,929475.4380644917,1615101.017892088,1297536.5952790747,2980576.3269743132,1614054.7957627564,779105.0740075338,2822885.0568410186,2822885.0568410186,1395985.220704719,1107184.1539746218,3501599.9629016733,1712362.1311468426,597306.266094584,594713.040626735,1664068.6330629184,1142867.488707887,1134490.5084842232,2035611.6453413141,2715167.2223733035,3977536.524163372,1426279.0242671887,2569265.6458638017,1875646.3072497626,0.0,0.0,0.0,2908846.848803325,2729060.9257193133,1712666.0120102789,3499411.9463660456,1418347.0831565745,1664068.6330629184,3187671.4918569634,2359424.249691479,4143825.0789883295,1836051.6082734475,3187671.4918569634,1598828.257295697,1602041.4271922947,4044049.544618214,617295.3955631391,2288481.020654285,1897356.3671560064,2193671.6749968976,1022815.7587354607,2193671.6749968976,0.0,1768393.2037100892,1794430.4287051025,769924.3946969977,3204666.579878441,3109279.4257551115,3842200.285237855,1239614.4918903164,1268849.7002731068,1038730.2982632837,0.0,1013248.3843702375,1051984.39973154,3066860.6435283595
4,80468.83110149889,65234.74991473535,105298.40749791336,111680.12916445355,87912.65156661051,105298.40749791336,87939.87753488756,116273.38347662444,26751.2471779415,25051.40839999284,58166.44758055797,103392.60636808461,93999.23923750213,98118.01197728343,40084.58912345966,62673.70823133656,47563.30533568928,110646.211974729,50939.46281514232,38059.52958267573,103699.94327481638,103699.94327481638,37112.21969294551,45924.06880159905,116774.93528227338,67959.34609877944,27475.31153576466,27356.026536332975,69871.18129948509,32184.47300795389,31223.607870674154,79789.9161996216,105324.77825463042,134937.8152317457,38305.494546182585,95972.41893919176,67993.78795113861,0.0,0.0,0.0,105568.14015334172,87848.05354499121,65752.5371192123,129495.42202080601,39371.1618986272,69871.18129948509,113964.99625801698,93042.50996778466,147694.23389116707,64541.007520997584,113964.99625801698,47172.503269016146,57874.90803486261,139514.99064936425,7401.241887766102,71388.76034892644,64219.60421523297,74694.76116232283,22965.189746231423,74694.76116232283,0.0,58912.214042092055,63089.71527941881,32071.70389674544,104412.92622976916,107711.12278578847,132179.3817653337,31964.803450359363,41806.98668495922,43307.62943252932,0.0,41517.54730145128,25177.431824320407,107135.45439945483
5,848849.2439902185,497548.2255196518,882220.5980682236,935688.5131026614,739857.5761577981,882220.5980682236,740086.705168686,1126029.8978051918,225466.58059976064,210224.8125206706,487888.51052804827,867555.5356496582,877815.947228323,912701.4366246912,482079.30013686675,688039.1326788522,567990.7216503046,1106224.6072597613,574936.918819481,435357.4601714661,1039112.6429752011,1039112.6429752011,391542.021866507,538602.006381155,1000261.0148488033,723908.6540008066,390241.9253999981,388547.67680926004,710816.9573486544,398652.7807913011,396041.9164699827,824198.8525299121,1043820.7759560762,1107030.425395648,395022.78120846825,972601.9085830391,744540.2250786698,0.0,0.0,0.0,1059578.7093933362,766680.81988413,720918.021514467,1242988.1659321233,296838.26341123163,710816.9573486544,1104503.8550875303,928759.5579329417,1322537.8471333035,708040.0153074611,1104503.8550875303,333219.3961900845,657977.0096682333,1201793.3421604838,94643.07908917425,651315.1138910053,691971.4318654942,775255.4709222033,264042.6246929581,775255.4709222033,0.0,646019.5009012395,695201.2626956399,428247.748378212,907767.8831129306,1029675.8283998873,1137067.2471740348,250947.23609301104,513936.71428191825,514584.30469713267,0.0,511497.7840554556,196738.8352205019,1034452.9887599358
6,1006221.4947080595,543164.3535000696,995509.3152168278,1055843.2131087568,829963.2225979599,995509.3152168278,830220.2567331714,1311989.632805603,226704.94617987587,209208.48342291586,532831.8542802173,979075.4602327286,1003310.3314166553,1043930.3617923858,600743.7177183321,835450.6944157929,685839.1763710896,1313431.686777636,665777.786272543,551353.6398153956,1229976.0869729586,1229976.0869729586,428706.50217599433,665800.4810138658,1134858.5716626067,881426.2358582909,494412.71988286864,492266.2102451717,872750.5311162672,454565.9094839131,450532.7426306598,998334.5888460279,1256778.1933670477,1258929.3554195622,432189.14961503114,1159879.380670056,888937.05618817,0.0,0.0,0.0,1249914.1022982057,863778.9438464583,873129.6960029252,1445195.5299638768,308810.29916547815,872750.5311162672,1286111.6058446341,1123794.5073621373,1510085.4989289748,838928.9222088703,1286111.6058446341,350622.0186487407,788089.5073454216,1368795.7432067138,74321.61213307158,731329.5266003266,810226.9795226167,904397.4750661065,278119.22530282824,904397.4750661065,0.0,755202.710289064,824203.1732030106,533617.3645613398,1025593.5965652718,1189415.2233287322,1294863.3442091995,255042.66336419998,607626.8450780661,637182.3325226085,0.0,632781.0247427422,192399.0922453878,1198921.6219846497
7,855762.8459489306,481750.5525654127,870992.0449861687,923779.4416519974,726313.8409841062,870992.0449861687,726538.775589552,1127651.2788152886,202248.80794544797,187089.63950881586,468414.8723443207,856488.4882887462,867651.5302941133,903089.0004076788,503658.1493739607,706289.6530017128,576988.1439650033,1121129.6817734586,565797.284820703,463330.8671877902,1050305.8858982127,1050305.8858982127,369552.93534959544,559461.5784720636,990733.5670347428,746578.1454383072,409965.7391810805,408185.8589820309,741480.1706792803,384904.6618283898,381062.5446505583,847933.0902652122,1071478.5752117909,1104212.4668661898,373255.8609793349,988331.1209937045,753214.4563955008,0.0,0.0,0.0,1067895.9702176224,753008.5053100699,738405.0842500642,1245689.6894947144,276726.4217436843,741480.1706792803,1105377.3462057053,957185.9662511749,1316937.5574050695,711595.5062493443,1105377.3462057053,315603.7186409471,665798.4049055122,1196397.7944261457,67071.11439347785,635297.688025998,689496.4805198885,772278.5372791906,239766.24934316578,772278.5372791906,0.0,642050.5758673715,698827.0694100852,444541.09521889326,894127.6364027679,1024956.5209026339,1131733.9486888614,228652.20527084765,511795.22831592907,534883.6744941894,0.0,530001.7579836083,173900.48789032997,1031533.0397513756
8,1915092.4440649364,1500300.4976302292,2414399.946506074,2560727.2159912908,2053150.4172062078,2414399.946506074,2053786.2643468725,2667028.1045060204,791479.4839440198,752170.1377810393,1446220.6078168512,2372715.7937544785,2255562.660344568,2340316.8240013495,901272.3692867619,1434960.5457521507,1187853.3784445983,2495674.7165970015,1381735.9404658547,768306.9121124283,2363035.86218168,2363035.86218168,1110945.9679117952,1043034.2036626979,2683972.7595064966,1505806.2522661318,661125.7108193495,658255.4110618124,1451327.3662115717,991087.8263099428,988343.5468459884,1753955.3986434499,2280647.908215805,2998128.260779464,1126733.126342148,2167798.1311364234,1635714.8112032763,0.0,0.0,0.0,2432916.205162376,2086998.1728642154,1516106.0338512813,2883516.7035670043,993145.6660422203,1451327.3662115717,2626592.7607005434,1998412.4134321231,3376047.4594163243,1591434.3857139584,2626592.7607005434,1100511.56658993,1423152.1093844161,3189835.3523665275,448563.43771756673,1773092.5187238865,1616729.1894340953,1840062.688154763,810816.8470053221,1840062.688154763,0.0,1513618.2838438705,1558817.031238597,785730.7716112325,2454419.9081505323,2532784.3880349575,3020789.9523435445,872584.9249415233,1144741.0015154204,987878.2426251703,0.0,978613.9915649344,732342.4276338655,2512066.8551160754
9,392118.0476924683,191191.35935617,361534.857038473,383446.0604953501,301786.5976163998,361534.857038473,301880.0589349555,497060.83523150237,80248.05584702332,73732.56526441043,192609.07231263776,355704.92631989234,375650.52387750364,390324.1456939813,239977.88296129744,328842.6101435027,273939.3292627847,506571.7256083592,261299.60029713868,217721.989687827,474124.7479363708,474124.7479363708,163958.5276265797,264994.60361086944,413932.2544232516,344796.05280052254,202400.00666785514,201521.2801555489,337414.60357777146,180798.8282425542,179828.32665946803,388163.9379376205,484365.5018612143,452595.1862417008,164446.4561972167,449069.11538653646,349342.5631413594,0.0,0.0,0.0,481385.47305785806,317240.6856358938,343605.439630429,539520.0329262381,106713.34959248618,337414.60357777146,487508.28001088894,433502.1965961164,549350.3194112453,329314.6193614335,487508.28001088894,119052.8525057083,311924.46445888653,496186.4993035464,27590.067504173017,271699.73925275623,316027.6532996111,349671.9269193128,107430.15561535125,349671.9269193128,0.0,295452.71898008895,323839.2169111829,216835.7908803841,376246.1664906099,448440.87313312566,469514.2083801271,88613.08332216855,243133.67952394742,254159.42470486963,0.0,254008.16893539377,65908.07194615096,453782.0619127905
