,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
10,531600.0639846392,412613.5329132717,631131.0926095118,669381.4618585731,586463.9306906764,631131.0926095118,586645.55470142,615881.9161761373,328410.206362464,316598.16694062174,476739.00619721913,622049.1550832759,743256.8562319899,762451.8659694013,185885.32771323872,344336.4167975063,344501.74350695946,575624.4649198367,520133.6624418192,102027.84047066046,564807.6249432015,564807.6249432015,486811.5515682754,229634.0130183872,663493.332421307,332563.8142366452,141532.44196095975,140917.9740508543,265938.8899776139,437125.40703569475,447613.5769753043,383603.5711584472,473792.03484759014,571465.4826364178,484206.7257204946,509600.9120390419,457582.35975064815,58106.678776719215,56261.52410536288,56513.67011100865,606766.4564157288,633571.7522102996,372187.57735263207,565714.1933968279,327124.83207851934,265938.8899776139,624718.993904158,410274.60646088014,635619.9658454233,479319.70490917243,624718.993904158,310275.307384676,412204.3294169384,621184.1803852703,291582.4582345088,604921.7447109926,527450.1080082058,583515.7939358997,409207.46257510956,583515.7939358997,75237.26784313496,513816.57549695554,470508.50925680704,193153.78066107605,715382.2279129291,687474.3015988065,594519.6040283692,325143.2106300593,409439.5525756932,217728.07246884046,12790.192879964963,231831.76384303242,294316.74369308935,667912.9296620218
11,912698.7003879135,472172.8169715637,828322.3866857495,878523.7434545829,725946.3292205362,828322.3866857495,726171.1500100129,1129484.985443831,304093.81404019677,288683.87365256157,527859.2518583314,815954.4016391546,935191.2854901096,961149.8240747473,451327.0409279113,677339.5385947046,628300.5817055916,1070325.343102707,720802.2512751296,347521.36499355827,1035736.3043370929,1035736.3043370929,534784.4754271803,514927.6698072334,926831.0215784833,675698.2502643421,386523.6462002288,384845.5406450903,594099.3614579345,556358.3001431122,564196.010024952,759176.0094905294,918265.1691105381,901776.6412598797,530279.0185641138,946810.7554307777,802733.0630496667,0.0,0.0,0.0,1089722.698359654,779924.76002494,719063.3361291352,1023820.4244603736,323065.4915302156,594099.3614579345,1146189.9307709222,813093.7580284012,1078478.1904792509,794960.828354324,1146189.9307709222,318743.937115518,724617.0583092881,1003570.904389036,231856.3927869707,717216.7324856385,804616.1332593511,883443.561057432,416050.9791786555,883443.561057432,0.0,767203.5139310057,781645.2095677255,442381.89426444436,903008.853943821,1095223.6751250047,954714.1873744474,305683.83702834026,638937.4710037464,493878.2747427579,0.0,511604.4587988293,260569.49065274207,1111140.0273263436
12,247260.39620113163,370509.577732124,496500.47908493236,526591.4172112918,420435.4398720319,496500.47908493236,420565.64595437073,443804.35982827726,137921.19697687626,130520.70957823732,289316.3809336038,486454.16246209014,377965.9457886205,396359.4309259153,44358.587258120504,155426.85487245815,80376.40321477457,394290.51974127244,124559.23690671269,46070.144480673254,368340.0003657623,368340.0003657623,115778.7387076212,70159.94090406386,522527.7098622507,184547.25240757066,0.0,0.0,204218.34441073978,48085.7827886178,38596.527875805135,245101.37908330135,370424.3950873802,598173.6660798792,127326.2203134436,328121.5041884696,181969.8977676998,0.0,0.0,0.0,373858.5409471025,396585.6337445377,166181.55731450682,504568.02238608897,232236.9238170688,204218.34441073978,433901.1496933265,313963.9305539324,602308.786279221,173894.87922467935,433901.1496933265,299204.31778217584,131759.2221988935,590943.9567368387,14147.506014754274,303206.634723701,185616.27401151144,241728.78049881296,54529.52459050863,241728.78049881296,0.0,160406.93192093543,167073.86641781373,0.0,470234.77742237557,416916.5489447553,561891.8976400142,180840.28247265326,63171.94966907438,59014.128833965835,0.0,41573.29907264007,145201.92500786285,408584.46582006355
13,576712.4451615897,236412.28103327053,430091.6730190271,456157.8350201802,386273.31167773064,430091.6730190271,386392.9379743171,570059.6838134127,170996.92032413048,162136.5106324431,289048.9218023487,424084.9882655905,530805.7171016217,537366.3671294551,275473.64417308813,412938.4314644437,409130.6327312085,595088.0732105881,480190.1861316198,196897.96176772309,585961.9708152743,585961.9708152743,338109.1350546448,315220.21955223766,475899.63746999647,399013.8194812992,247099.6504508515,246026.85891488538,331080.1366760325,378329.3190106749,385569.3330361408,439063.4035595015,500869.98548938084,441348.492400579,331775.30592569814,544648.4986262561,511088.11199580994,0.0,0.0,0.0,632394.7053078488,426103.4120536459,440698.29988028127,508722.13634022395,164623.32843480963,331080.1366760325,579637.9715438191,450633.42391606775,529969.6368006037,517000.0940556195,579637.9715438191,149594.64147434614,468423.9202462355,494448.0623398224,148063.08959238112,413104.43113241193,528353.6520672918,572248.5771232795,268976.3585678505,572248.5771232795,0.0,507128.33474985394,508843.83521872136,284607.60345095553,486054.5972314485,593332.0788212465,470922.25732833927,163029.60987078087,434268.8029913797,303580.74159157695,0.0,321521.2551089741,139916.88050616375,603756.737790177
14,15061.41050575877,10188.35509133925,19327.076903277848,20498.4148974159,15056.857274602726,19327.076903277848,15061.52028397857,23348.019720148004,0.0,0.0,7183.739764551537,18961.29906969851,16483.791573787646,17562.09080249841,9318.507092560925,13201.704169568384,8069.966144439833,23050.09732821305,5776.112319336131,11007.430422837651,21197.31176118178,21197.31176118178,830.4721839503538,10251.263077853164,22097.535699578984,15298.723035012506,5871.658585769823,5846.166580332328,17878.308712650985,908.0070431759044,267.5295398919185,17961.66685170502,23729.088047655547,27016.358778059963,1261.3436289473564,20060.92112652838,12500.437554767537,0.0,0.0,0.0,21100.34549435259,14799.356185857096,13587.011290310047,27008.11826663521,3414.3718050687075,17878.308712650985,22683.94528179115,21559.901403030082,29891.306338823422,11009.895843275051,22683.94528179115,6090.6436064943155,10100.726646504976,27803.33002610583,0.0,10361.122167421547,10123.621740182756,12548.15637036365,0.0,12548.15637036365,0.0,8632.555602810915,10708.232606394611,6215.2958225246475,18333.317316932505,20448.675771780712,26289.296891200866,1045.606378223149,4812.796503787332,9628.165606353943,0.0,8606.413115887275,0.0,20520.620692302324
15,67712.35919045459,61113.338015025955,94602.0759938206,100335.53514496125,79932.99405607392,94602.0759938206,79957.74877705754,98707.02016741812,28804.011141090126,27306.563731460294,55379.70347640552,92879.51904904492,83227.01919844208,86601.96748561016,30112.161396105475,50365.62716903386,38993.106637271136,92103.12490565435,45599.71371287989,27029.224145698005,86755.06609119236,86755.06609119236,36951.600996821275,35327.04830978307,103758.77112479956,54158.31159394834,19463.826578403045,19379.323713373797,54319.83340006701,30467.935741332873,29890.636768217268,64246.373977580035,85730.33319082347,118920.10129174142,37984.73084434151,79485.66511946867,56674.35197147857,0.0,0.0,0.0,88838.4646541001,79553.15757043222,53150.79263130116,108649.13696779165,39353.07969673043,54319.83340006701,96981.3733518302,74976.91590399643,126663.21121618079,54667.779454265925,96981.3733518302,45776.85865998549,48113.485722667814,121638.41589918028,12710.248761670711,65558.92862593636,55602.44833060101,64706.53581134305,25237.958940330493,64706.53581134305,0.0,51349.892990515356,53406.60045005999,24167.337694134592,93932.23952674156,93158.35088945006,115401.6276728263,33273.75829369342,36200.12780972729,33166.88639655568,0.0,31931.360883329216,27447.840288068186,92209.2425300837
16,1247601.3468140913,810620.3958628324,1363853.9625726265,1446511.7784861191,1172385.8179461122,1363853.9625726265,1172748.898100323,1666908.0096269734,470767.34967854246,447383.615851667,836359.3489578208,1341893.7671933565,1386805.0449814347,1435008.2662739165,612511.9880849341,938104.011006861,821531.0556804807,1557998.4239065854,944534.9938105535,498974.4581821971,1485250.9747603084,1485250.9747603084,734626.7533763007,701624.0240883538,1531459.1455913382,961602.2928566716,491496.13499003433,489362.28780483885,889403.5349730132,707494.6667107836,712509.3739267287,1100340.8417062743,1388767.1054681386,1592646.00362048,736583.5585643402,1362176.1122445464,1083920.9652092091,0.0,0.0,0.0,1539133.2197025563,1223326.0860165607,992622.7774478473,1723396.330100039,546100.3088208415,889403.5349730132,1645826.7109117974,1220534.5327560115,1910692.4599131495,1062040.772291311,1645826.7109117974,574746.7639222661,962162.3564435513,1760715.4278504425,312747.81605455006,1075582.9439184647,1075516.0148625502,1200952.871288231,556425.0805621397,1200952.871288231,0.0,1017157.2445014865,1042521.6652231127,568294.1622580065,1431096.8968718892,1583435.2304792975,1670890.033826563,496811.125261683,812071.9530672423,669231.6324026,0.0,678332.04381325,420737.9481837118,1578181.154743643
17,15659.537071462626,44751.02178842805,50962.74998809674,54051.401502526845,44325.465143300855,50962.74998809674,44339.19244746415,38331.309242650226,17202.247770004928,16483.722700111444,32661.248671121994,49866.42468963793,34639.21324909123,36388.32738079665,0.0,4484.062968426809,0.0,31202.76360984418,4770.738806088555,0.0,29116.246833601843,29116.246833601843,8961.48572209204,0.0,51277.33537604807,7557.463802085336,0.0,0.0,9478.904413307995,0.0,0.0,14447.901469452529,28174.235064695844,57223.50265984076,10613.816613471587,24417.163722206198,8142.177063750443,0.0,0.0,0.0,29534.563025093565,40163.580597073735,5427.375484698681,44414.75553303707,29723.352794363243,9478.904413307995,37397.63599564238,22059.56942719219,55097.259730156555,8199.058915515958,37397.63599564238,39151.28864500554,2643.6274807292803,55351.193393302805,1918.678282815924,29811.72452704271,10735.617612967111,17134.723186418312,3178.623461980188,17134.723186418312,0.0,8144.077312105477,7474.71539503519,0.0,47180.73706266947,36633.62709097099,52753.593359398044,23158.61415753253,0.0,0.0,0.0,0.0,19210.249334533262,35360.4551451317
18,651237.2190305446,551896.7846084547,866252.1863639257,918752.3188708305,750061.7841514254,866252.1863639257,750294.0733382175,888629.5969845209,342577.787173828,328517.90548430145,557590.4268594992,851807.8846148206,820954.1880618791,847702.936475072,266444.1094886368,457700.51202087174,401638.36335633363,811087.5484415296,522835.51623407344,199583.32893567244,777218.9702906623,777218.9702906623,463995.8100159005,317508.41135505243,960247.5075773746,468571.82437922695,191617.81515824143,190785.89989706237,426117.5086312878,402031.1871264872,405794.61295001267,548396.5749138044,710691.1356024187,982668.2095529839,467824.48375983955,703786.3486623833,553519.3229820064,0.0,0.0,0.0,811340.9103342912,768526.7337964062,487993.69415397436,908158.9105099959,394633.0305017693,426117.5086312878,882590.1894216291,616455.2429816076,1072196.624515001,553290.8153659623,882590.1894216291,416206.5767681826,484787.4139560869,1068153.7289887506,243423.10317629713,670784.2177731193,579985.9605039114,656144.1808175087,365789.68908923236,656144.1808175087,0.0,550210.9114306697,542024.247493118,243522.45996629022,895971.2949161665,886141.102543628,1021982.1985865437,363598.26717092353,420515.9944921008,300056.36517192377,0.0,303439.31753122795,317397.1140343807,870556.2687334593
19,117855.97558927447,87545.11772996293,134534.8193340357,142688.44474821968,125406.81739455147,134534.8193340357,125445.65505865632,133882.96075755107,70484.61145531092,67919.5381872424,102303.64044357874,132610.16846671444,162012.43903475147,163106.24404028157,41931.28260239164,76583.3618538692,77201.0357847236,126068.3490340919,116004.40131755664,23164.397005286246,123854.63528179367,123854.63528179367,106814.81473004408,51547.80531640856,141480.04172593812,73707.3182747222,32583.284888011585,32441.823448555675,58655.16932983482,97521.68061197462,99890.90086587398,84620.46218303978,103627.77216442437,121977.52105680213,106061.54898713305,111988.48510878363,101798.36518211859,12381.95024551313,11988.766298039545,12042.496081985855,133259.7369175895,136008.26627994896,82759.15887068605,122200.69951893632,69478.17649811726,58655.16932983482,135959.4475459786,89971.21157800598,136495.77575250572,106743.02067019371,135959.4475459786,65347.59467202403,92010.75462983933,132985.5249634643,63257.657941216086,131189.40919131623,117445.07087785502,129618.50019966802,89746.37189702253,129618.50019966802,15330.370727031364,114538.73392580845,104815.56780013094,43887.56844810562,153117.46056383688,149861.62481064154,127247.73297033395,69373.79996365863,91820.83616601056,48954.42455865126,1704.3252689417122,52264.30317780642,62794.43185346421,145871.11569028193
20,772936.9808538447,486484.6380348763,791597.1839443488,839572.7708500669,717302.8066760721,791597.1839443488,717524.9506236335,893664.1455935909,363311.5979996112,348459.54637283063,559532.54301985,780109.1413483012,924039.5533997787,944450.6206107675,320707.62247153005,530024.9077973323,517788.4977688758,849079.7975289463,694596.5637280319,212893.9536971802,830725.4006191051,830725.4006191051,581553.4607075992,379178.6455836368,859571.3138223289,517177.2421427497,264416.63927798806,263268.665446101,430249.0353646921,563358.1563268758,574867.4246465785,586302.7272790553,709822.1873001055,775986.4191121107,576682.4762818528,755107.542785458,672306.9104745693,2242.646920017335,2171.432551414826,2181.164211782631,888803.3651573709,774777.8947701679,568331.1649395662,814821.4916911626,366349.5560777731,430249.0353646921,907044.5554523215,622934.9189848816,892278.9639093487,689714.0211615406,907044.5554523215,349976.20034609,607930.1916787961,854958.7038950201,311918.5306081425,733211.9367588717,734305.0027909317,810710.260108229,476330.406922202,810710.260108229,18154.070140775875,708955.3267346483,677594.7388411141,326276.6121216698,883807.516747606,993228.6726172263,816400.886675663,359638.7899424578,577515.7232616482,362123.8416816223,0.0,381638.2383788832,319535.7183235124,968201.9337920711
21,321474.2208075396,165773.79815800593,308326.62774428993,327013.0900318226,257058.93365429598,308326.62774428993,257138.5431103673,414134.37083086884,68911.89289538005,63433.416998675064,164325.04935926286,303286.07844765397,314782.88003569655,327374.6004751285,194579.41622943658,268462.51263786916,221614.8233748408,417895.6214034598,213017.67432564712,177967.6093214819,391187.23419899476,391187.23419899476,135233.77509265125,215202.49037133163,352255.874138533,282596.40313966875,161940.96958034384,161237.89735351168,278708.8858879888,146092.43492314327,144985.02123875683,319174.321360161,400213.25462585635,388624.5162743947,136044.47476760158,369727.59444195864,285115.27382248297,0.0,0.0,0.0,397312.4481826311,268674.8352948887,280492.34489169094,453987.1632011147,93245.66772581304,278708.8858879888,406016.65242921014,358147.7823169662,468721.52300575795,268817.5422454674,406016.65242921014,105251.25840703156,253562.5827816021,424060.0984211935,22519.713786117863,228447.6174752044,258758.91340229101,287746.10933795845,87843.67601163386,287746.10933795845,0.0,241457.18461085978,264210.68499074486,174042.1918240927,318937.2569388975,374492.2828772393,401186.9059248926,77032.47075864048,196214.73249033,206160.52543810615,0.0,205248.93057842462,57617.63836240802,378135.4837148825
22,102551.21912504661,52250.44162284574,100174.7775398895,106245.9761786707,82028.72224308194,100174.7775398895,82054.12599726063,133510.7885435205,15918.541939701392,14141.852120751964,49085.30840982609,98492.04075497936,99477.23540349802,103922.50774890068,66215.98253100662,88831.09053335138,70175.26198818561,136315.44569845014,62956.24673489008,64132.5664627121,126886.83848484071,126886.83848484071,35747.40790019405,72491.02908803325,115015.78091922325,95277.01656914901,54265.18058274209,54029.586455754776,98011.57440444046,39957.53836086303,39016.91730691388,107574.92975991483,134940.48886520733,130888.35971005817,36327.74747530824,121065.98137526067,90954.35507418099,0.0,0.0,0.0,128114.57221958513,85014.32570485047,92297.50461703153,147714.87297722462,26136.345919015712,98011.57440444046,130681.33631337687,122135.73730872263,155286.0394929029,84368.03961028659,130681.33631337687,31819.44153096032,80295.46423697835,141014.4689949382,0.0,69912.26347301036,79894.38017220434,89678.45680344052,19489.870728789538,89678.45680344052,0.0,73749.52416204158,82876.78534178514,57128.71136087736,101903.92777531828,119720.76247391348,133321.18446702533,19519.453068890336,58675.11402461682,69391.58084516996,0.0,68037.97186886186,12763.911693163787,120922.20344817307
